0	2130	329.03	283.34	(0.00000, 0.03747, 0.00000, 0.99930)
0	2160	334.6	313.01	(0.00000, 0.03747, 0.00000, 0.99930)
0	2190	336.85	342.92	(0.00000, 0.03747, 0.00000, 0.99930)
0	2220	335.77	373.09	(0.00000, 0.03747, 0.00000, 0.99930)
0	2250	308.1	405.25	(0.00000, 0.03747, 0.00000, 0.99930)
0	2280	280.43	437.41	(0.00000, 0.03747, 0.00000, 0.99930)
0	2310	252.76	469.58	(0.00000, 0.03747, 0.00000, 0.99930)
0	2340	225.1	501.74	(0.00000, 0.03747, 0.00000, 0.99930)
0	2370	227.34	531.66	(0.00000, 0.03747, 0.00000, 0.99930)
0	2400	227.84	538.3	(0.00000, 0.03747, 0.00000, 0.99930)
0	2430	227.84	538.3	(0.00000, 0.03747, 0.00000, 0.99930)
0	2460	227.84	538.3	(0.00000, 0.03747, 0.00000, 0.99930)
0	2490	227.84	538.3	(0.00000, 0.03747, 0.00000, 0.99930)
0	2520	227.84	538.3	(0.03018, -0.50200, 0.01753, 0.86417)
0	2550	227.84	538.3	(0.01519, -0.25461, 0.00400, 0.96692)
0	2581	227.84	538.3	(-0.00515, -0.17798, -0.00093, 0.98402)
