-329742069	0	-275.03	-217.25
-1537545905	0	-47.53	-217.25
-488862046	0	-767.86	1224.15
-329742069	29	-275.0	-216.99
-1537545905	29	-47.51	-217.0
-488862046	31	-768.2	1207.1
-329742069	59	-274.84	-216.7
-1537545905	59	-47.44	-216.71
-488862046	61	-768.8	1177.08
-329742069	89	-274.68	-216.36
-1537545905	89	-47.24	-216.19
-488862046	91	-769.34	1150.51
-329742069	119	-274.56	-215.74
-1537545905	119	-46.98	-215.69
-488862046	120	-769.98	1118.36
-329742069	150	-274.56	-199.15
-1537545905	150	-46.76	-215.13
-488862046	151	-770.61	1087.07
-329742069	179	-274.52	-198.44
-1537545905	179	-46.66	-214.68
-488862046	181	-771.14	1060.8
-329742069	209	-270.71	-188.53
-1537545905	209	-46.5	-214.11
-488862046	211	-771.82	1026.95
-329742069	239	-258.51	-153.07
-1537545905	239	-46.35	-213.48
-488862046	241	-772.4	997.72
-329742069	270	-246.92	-117.4
-1537545905	270	-41.27	-201.52
-488862046	272	-772.98	968.8
-329742069	300	-234.09	-82.17
-1537545905	300	-26.2	-175.41
-488862046	301	-773.62	937.36
-329742069	329	-225.02	-45.78
-1537545905	329	-22.93	-138.05
-488862046	331	-774.17	909.97
-329742069	359	-212.19	-10.54
-1537545905	359	-21.62	-100.57
-488862046	361	-774.73	881.76
-329742069	389	-211.54	26.95
-1537545905	389	-17.46	-66.73
-488862046	391	-775.38	849.6
-329742069	419	-226.79	61.21
-1537545905	419	-1.62	-32.74
-488862046	421	-776.04	816.82
-329742069	450	-255.09	85.81
-1537545905	450	14.82	0.97
-488862046	451	-776.54	791.48
-329742069	479	-278.44	105.4
-1537545905	479	24.2	15.97
-488862046	481	-777.19	759.33
-329742069	509	-308.78	127.45
-1537545905	509	37.72	38.48
-488862046	511	-777.7	727.66
-329742069	540	-344.02	140.27
-1537545905	540	50.55	73.72
-488862046	540	-778.29	698.34
-329742069	569	-370.22	164.56
-1537545905	569	58.99	110.26
-488862046	571	-778.02	670.27
-329742069	600	-373.24	189.1
-1537545905	600	62.9	147.76
-488862046	601	-778.73	637.78
-329742069	629	-373.48	192.46
-1537545905	629	67.03	178.2
-488862046	631	-779.33	610.56
-329742069	659	-373.48	192.46
-1537545905	659	68.64	190.06
-488862046	661	-779.99	580.31
-329742069	689	-373.48	192.46
-1537545905	689	68.64	190.06
-488862046	692	-780.56	553.97
-329742069	719	-373.48	192.46
-1537545905	719	68.64	190.06
-488862046	721	-781.35	517.94
-329742069	750	-373.48	192.46
-1537545905	750	68.64	190.06
-488862046	751	-782.0	488.15
-329742069	779	-373.48	192.46
-1537545905	779	68.64	190.06
-488862046	781	-782.61	460.27
-329742069	809	-373.48	192.46
-1537545905	809	68.64	190.06
-488862046	811	-783.25	430.99
-329742069	839	-373.48	192.46
-1537545905	839	68.64	190.06
-488862046	842	-783.88	401.95
-329742069	869	-373.48	192.46
-1537545905	869	68.64	190.06
-488862046	870	-784.59	369.46
-329742069	900	-373.48	192.46
-1537545905	900	68.64	190.06
-488862046	901	-785.21	341.13
-329742069	930	-373.48	192.46
-1537545905	930	68.64	190.06
-488862046	931	-785.92	308.77
-329742069	959	-373.48	192.46
-1537545905	959	68.64	190.06
-488862046	961	-786.5	282.14
-329742069	989	-373.48	192.46
-1537545905	989	68.64	190.06
-488862046	992	-787.2	250.06
-329742069	1019	-373.48	192.46
-1537545905	1019	68.64	190.06
-488862046	1021	-787.9	218.19
-329742069	1050	-374.9	194.2
-1537545905	1050	68.64	190.06
-488862046	1051	-788.51	190.34
-329742069	1080	-390.69	213.6
-1537545905	1080	69.74	191.11
-488862046	1081	-789.09	163.82
-329742069	1109	-406.97	237.04
-1537545905	1109	86.41	206.9
-488862046	1110	-789.53	143.63
-329742069	1139	-422.69	264.01
-1537545905	1139	109.06	228.57
-488862046	1140	-789.75	133.3
-329742069	1169	-430.55	294.19
-1537545905	1169	129.94	251.25
-488862046	1171	-789.78	132.22
-329742069	1200	-437.3	319.94
-1537545905	1200	136.67	277.04
-488862046	1200	-789.78	132.22
-329742069	1230	-444.93	349.28
-1537545905	1230	144.01	306.46
-488862046	1230	-789.78	132.22
